	Year_Birth	Kidhome	Marital_Status	Teenhome	movies	ID
1179	1991	0	Single	0	['394668' '47761' '26824' '58462' '10786']	1179
1180	1950	0	Together	1	['38135' '47364' '42814' '270463' '148434']	1180
1181	1957	0	Married	1	['288193' '369237' '174000' '75298' '383121']	1181
1182	1961	0	Divorced	1	['14912' '95400' '140849' '52633' '64071']	1182
1183	1958	1	Single	1	['152273' '73652' '136437' '322850' '293028']	1183
1184	1971	1	Single	0	['39274' '37587' '130980' '321594' '398920']	1184
1185	1985	1	Single	0	['21564' '8051' '258945' '24012' '78537']	1185
1186	1965	1	Married	1	['42237' '159167' '21295' '32526' '11052']	1186
1187	1952	0	Single	1	['238090' '115877' '253257' '212747' '40841']	1187
1188	1962	0	Together	1	['344255' '345426' '32080' '288284' '382517']	1188
1189	1974	0	Married	2	['63483' '12207' '80177' '26497' '80218']	1189
1190	1970	0	Divorced	0	['68098' '51549' '58333' '19950' '248212']	1190
1191	1969	0	Widow	1	['33657' '164753' '79070' '42158' '261860']	1191
1192	1960	0	Divorced	1	['47778' '40162' '106348' '359156' '21657']	1192
1193	1952	0	Single	1	['77173' '19555' '253284' '25903' '68048']	1193
1194	1969	1	Married	1	['59408' '348320' '33195' '13397' '1629']	1194
1195	1968	0	Divorced	1	['243531' '11543' '328416' '285245' '381505']	1195
1196	1965	0	Married	1	['443053' '24225' '23941' '17414' '35694']	1196
1197	1969	1	Married	0	['13413' '108048' '12138' '150191' '4170']	1197
1198	1972	0	Married	0	['382885' '58887' '99599' '3121' '277229']	1198
1199	1961	0	Widow	1	['33194' '56533' '17133' '10540' '28455']	1199
1200	1977	1	Married	1	['56975' '123389' '265177' '82505' '44028']	1200
1201	1959	0	Married	1	['574' '283726' '95503' '11831' '4498']	1201
1202	1958	0	Married	1	['365753' '387054' '75874' '796' '20132']	1202
1203	1979	1	Divorced	0	['117422' '43687' '43440' '95556' '15259']	1203
1204	1957	0	Together	0	['38450' '37434' '202515' '293796' '20540']	1204
1205	1956	0	Married	1	['31342' '209248' '44878' '41225' '413337']	1205
1206	1965	0	Married	0	['121074' '214218' '347328' '216989' '310135']	1206
1207	1990	0	Married	0	['34806' '241070' '169' '38950' '51355']	1207
1208	1957	0	Together	2	['63831' '250651' '464111' '37700' '137533']	1208
1209	1965	0	Together	1	['40070' '956' '1374' '324150' '185744']	1209
1210	1957	0	Together	1	['294795' '53220' '362363' '18866' '214074']	1210
1211	1955	0	Together	1	['210365' '127531' '40990' '174319' '119916']	1211
1212	1972	0	Together	1	['1636' '21014' '44444' '43006' '18072']	1212
1213	1969	0	Together	0	['127798' '29470' '56764' '10438' '159024']	1213
1214	1972	1	Married	1	['12903' '294993' '26503' '9322' '26032']	1214
1215	1975	1	Single	1	['140441' '50006' '376866' '86593' '54548']	1215
1216	1965	0	Single	1	['288098' '10997' '109861' '270842' '68555']	1216
1217	1963	1	Together	1	['10648' '175116' '41568' '11532' '27303']	1217
1218	1991	0	Together	0	['34723' '160704' '236417' '52461' '134463']	1218
1219	1963	0	Single	1	['11033' '1682' '27265' '241927' '82916']	1219
1220	1986	1	Single	0	['46460' '13570' '13166' '293796' '37129']	1220
1221	1973	1	Married	0	['56190' '37080' '62196' '156937' '17198']	1221
1222	1957	0	Divorced	0	['107355' '18165' '41038' '125305' '155308']	1222
1223	1981	1	Married	1	['104308' '84801' '155084' '26630' '10166']	1223
1224	1958	1	Widow	1	['308919' '127668' '190213' '57578' '165790']	1224
1225	1959	0	Married	1	['309298' '78274' '77560' '18549' '454774']	1225
1226	1955	0	Single	0	['9608' '13771' '112999' '119213' '412660']	1226
1227	1986	1	Married	0	['31459' '20414' '19083' '41201' '68972']	1227
1228	1975	0	Married	1	['93528' '60225' '65755' '154980' '27346']	1228
1229	1955	1	Married	1	['23104' '8940' '64215' '15979' '396152']	1229
1230	1971	1	Divorced	1	['12838' '2330' '115' '281338' '21631']	1230
1231	1986	1	Together	0	['339964' '9910' '9443' '103875' '416258']	1231
1232	1978	0	Divorced	1	['173224' '286548' '48180' '113582' '285851']	1232
1233	1983	1	Together	0	['95010' '39130' '270397' '56418' '36739']	1233
1234	1976	1	Together	0	['343795' '31396' '19600' '193638' '27719']	1234
1235	1971	1	Married	0	['85052' '53086' '32013' '13834' '577']	1235
1236	1956	0	Together	1	['6933' '68193' '13318' '70862' '111326']	1236
1237	1972	0	Together	0	['382088' '10547' '315360' '28030' '97313']	1237
1238	1989	1	Married	0	['364426' '43454' '3111' '11889' '10125']	1238
1239	1952	1	Single	1	['13159' '37581' '38461' '62241' '159727']	1239
1240	1984	1	Single	0	['15029' '159638' '31240' '44165' '85434']	1240
1241	1967	2	Married	1	['117534' '53729' '336206' '42134' '8999']	1241
1242	1962	0	Single	1	['149336' '22559' '14938' '59298' '378477']	1242
1243	1947	0	Together	0	['101609' '112503' '258656' '220903' '307663']	1243
1244	1978	1	Together	0	['16155' '75262' '15289' '117773' '39641']	1244
1245	1971	0	Divorced	0	['76489' '1484' '440597' '260346' '20546']	1245
1246	1992	1	Single	0	['179235' '63963' '4911' '279444' '250784']	1246
1247	1968	1	Together	1	['195516' '47404' '71138' '267292' '135307']	1247
1248	1973	1	Together	0	['108901' '69722' '36606' '43095' '49802']	1248
1249	1975	0	Married	1	['195645' '6957' '60071' '350060' '18088']	1249
1250	1965	0	Married	0	['59904' '243860' '21252' '13591' '71847']	1250
1251	1952	0	Married	2	['11217' '147106' '248561' '34838' '35718']	1251
1252	1967	0	Married	1	['10461' '122369' '39057' '37721' '24506']	1252
1253	1972	0	Married	1	['20545' '68883' '26299' '38289' '382518']	1253
1254	1963	0	Divorced	1	['54191' '70119' '79192' '124217' '35075']	1254
1255	1970	1	Married	1	['72898' '168552' '4990' '1376' '85715']	1255
1256	1955	0	Married	1	['9445' '11036' '389044' '10102' '76081']	1256
1257	1975	0	Married	1	['81313' '356401' '13630' '8217' '212996']	1257
1258	1976	1	Married	1	['19324' '258305' '142946' '257614' '139635']	1258
1259	1969	0	Together	0	['44545' '41365' '208198' '18684' '57326']	1259
1260	1973	1	Divorced	1	['355998' '3133' '14930' '362077' '11593']	1260
1261	1983	0	Divorced	0	['375732' '14489' '340275' '36243' '43598']	1261
1262	1982	0	Together	0	['348191' '51179' '168712' '28794' '25431']	1262
1263	1960	1	Married	1	['15189' '46434' '287426' '32622' '42748']	1263
1264	1952	1	Single	1	['70803' '287628' '408024' '20583' '146599']	1264
1265	1975	0	Divorced	0	['23127' '3539' '26269' '41123' '127916']	1265
1266	1963	1	Married	1	['272525' '264999' '104739' '10758' '22454']	1266
1267	1970	1	Together	0	['109962' '188044' '10939' '51938' '312149']	1267
1268	1948	0	Married	1	['15691' '16725' '82447' '21044' '10628']	1268
1269	1958	0	Single	0	['71786' '35396' '293238' '37667' '4889']	1269
1270	1944	0	Married	0	['121113' '26398' '38665' '252520' '2614']	1270
1271	1963	0	Single	1	['10207' '48996' '74822' '49542' '72721']	1271
1272	1972	1	Single	0	['25562' '276123' '29383' '269999' '176037']	1272
1273	1966	1	Married	1	['157862' '289336' '20943' '130098' '77012']	1273
1274	1968	1	Divorced	0	['276488' '61998' '14375' '126141' '192126']	1274
1275	1971	0	Married	1	['130813' '12662' '67337' '202831' '26204']	1275
1276	1975	1	Married	0	['68736' '59178' '56608' '125271' '75386']	1276
1277	1964	1	Married	2	['13795' '255253' '48375' '56487' '55694']	1277
1278	1978	0	Divorced	0	['76474' '1665' '124459' '57144' '42275']	1278
1279	1975	0	Married	1	['80437' '83059' '17585' '56143' '63681']	1279
1280	1983	0	Together	0	['105787' '44006' '186292' '139846' '200868']	1280
1281	1971	0	Divorced	0	['8327' '99880' '29871' '59405' '400605']	1281
1282	1957	1	Married	1	['45675' '66668' '60917' '282070' '437']	1282
1283	1951	0	Together	0	['161024' '257440' '224414' '408537' '45588']	1283
1284	1951	0	Married	0	['37482' '24827' '27618' '283552' '214041']	1284
1285	1970	1	Divorced	0	['60917' '347938' '131398' '38577' '92332']	1285
1286	1972	0	Married	1	['46101' '120115' '85813' '140007' '277459']	1286
1287	1969	1	Married	1	['76543' '88375' '54093' '10529' '253192']	1287
1288	1972	0	Married	0	['85901' '198491' '225958' '47166' '38622']	1288
1289	1971	0	Married	0	['40022' '11018' '411' '27022' '70965']	1289
1290	1956	0	Married	0	['383526' '418787' '291976' '199415' '15772']	1290
1291	1971	1	Single	0	['21407' '135598' '184846' '45782' '13836']	1291
1292	1973	1	Married	0	['11516' '133563' '34219' '82817' '1632']	1292
1293	1977	1	Single	1	['115549' '38199' '240789' '11300' '274388']	1293
1294	1963	1	Single	1	['43008' '1441' '59726' '121088' '26500']	1294
1295	1954	0	Together	1	['133339' '222619' '34314' '339403' '53080']	1295
1296	1978	1	Together	0	['33135' '205749' '24438' '25028' '30839']	1296
1297	1966	0	Together	1	['48831' '417399' '323372' '19350' '18421']	1297
1298	1946	0	Married	0	['267815' '22590' '6399' '31644' '15173']	1298
1299	1978	1	Single	1	['62009' '127817' '275239' '22794' '13894']	1299
1300	1971	1	Together	0	['77845' '29507' '272892' '83345' '11900']	1300
1301	1953	0	Together	0	['40145' '284288' '43497' '10160' '11966']	1301
1302	1985	0	Married	0	['7736' '311301' '45247' '10781' '192675']	1302
1303	1970	1	Divorced	1	['5879' '202637' '89861' '41582' '41666']	1303
1304	1979	0	Married	0	['28509' '38722' '16608' '36760' '505']	1304
1305	1966	0	Together	1	['350846' '225283' '41617' '43618' '61686']	1305
1306	1976	1	Together	1	['87428' '11639' '27973' '31597' '50124']	1306
1307	1965	0	Married	0	['293828' '228558' '75198' '210302' '39485']	1307
1308	1982	0	Married	0	['71118' '59499' '6466' '39101' '115712']	1308
1309	1972	0	Together	1	['15029' '22613' '104711' '10165' '72589']	1309
1310	1960	0	Married	1	['269650' '817' '19552' '64714' '69878']	1310
1311	1956	0	Single	0	['277399' '25767' '48034' '463800' '8846']	1311
1312	1965	0	Together	1	['58570' '25956' '336199' '17529' '24960']	1312
1313	1955	0	Together	1	['1419' '11375' '39433' '356189' '84586']	1313
1314	1989	1	Married	0	['28758' '267793' '16180' '400190' '43434']	1314
1315	1962	1	Single	1	['523' '384727' '113214' '146030' '80304']	1315
1316	1965	0	Together	1	['266549' '55761' '198474' '10047' '3078']	1316
1317	1973	1	Married	1	['112119' '156220' '71184' '281968' '334376']	1317
1318	1972	1	Married	1	['131966' '21033' '194310' '342927' '340816']	1318
1319	1984	1	Together	0	['27098' '353641' '51980' '13354' '369594']	1319
1320	1960	0	Married	0	['367493' '38583' '156320' '1358' '79731']	1320
1321	1958	0	Together	1	['21132' '298695' '42580' '84569' '36404']	1321
1322	1968	0	Together	1	['83869' '109669' '197' '126323' '30141']	1322
1323	1977	2	Single	0	['592' '136627' '81338' '251544' '19244']	1323
1324	1974	1	Married	0	['63505' '14258' '223632' '296121' '251516']	1324
1325	1962	0	Married	1	['178751' '12685' '14166' '8951' '112648']	1325
1326	1982	0	Married	0	['21452' '102527' '10204' '186066' '24589']	1326
1327	1975	1	Married	0	['139997' '82279' '79406' '46902' '83345']	1327
1328	1982	0	Single	0	['240334' '28416' '12277' '164419' '56137']	1328
1329	1945	0	Together	0	['33543' '108063' '123778' '28424' '12095']	1329
1330	1979	1	Married	0	['105972' '83361' '230284' '1992' '361980']	1330
1331	1969	1	Married	1	['285869' '77331' '161143' '25556' '123665']	1331
1332	1962	0	Married	1	['65509' '39402' '76338' '318044' '218931']	1332
1333	1948	0	Single	0	['155107' '39412' '19738' '448449' '26171']	1333
1334	1978	1	Married	0	['650' '22573' '206487' '108012' '48110']	1334
1335	1975	0	Married	1	['413953' '32327' '51072' '13685' '188981']	1335
1336	1982	0	Together	0	['146047' '28200' '211603' '299551' '126596']	1336
1337	1983	0	Married	0	['14224' '28963' '39916' '62368' '42242']	1337
1338	1952	0	Widow	1	['21193' '662' '270936' '45324' '1581']	1338
1339	1982	1	Single	0	['65614' '17911' '44133' '11430' '31652']	1339
1340	1962	0	Together	1	['260352' '31446' '79163' '146313' '43200']	1340
1341	1977	0	Married	1	['450530' '11962' '39303' '327833' '67742']	1341
1342	1949	1	Married	1	['20048' '39930' '26715' '44255' '348689']	1342
1343	1990	0	Married	0	['361380' '28055' '82549' '9520' '75345']	1343
1344	1982	1	Single	0	['63616' '4191' '74921' '253286' '169009']	1344
1345	1975	1	Single	0	['92988' '145481' '30244' '242093' '102596']	1345
1346	1959	0	Married	1	['227383' '218381' '96001' '64079' '23483']	1346
1347	1983	0	Married	0	['35908' '69635' '51851' '76684' '16222']	1347
1348	1976	0	Together	1	['6283' '399229' '150056' '47501' '70872']	1348
1349	1962	0	Divorced	0	['144008' '133701' '100829' '76097' '47817']	1349
1350	1956	0	Together	0	['97414' '45622' '99479' '117904' '43978']	1350
1351	1993	0	Single	0	['264482' '287495' '322240' '9755' '330298']	1351
1352	1987	1	Together	0	['22561' '44085' '105506' '159727' '74921']	1352
1353	1965	0	Married	1	['114718' '284258' '40922' '67619' '139156']	1353
1354	1982	0	Married	0	['56418' '242920' '19405' '87734' '371007']	1354
1355	1962	0	Single	1	['14806' '282768' '73530' '47735' '37433']	1355
1356	1978	1	Married	0	['362610' '34615' '64651' '357540' '362216']	1356
1357	1946	0	Single	0	['104927' '42669' '123047' '49719' '86709']	1357
1358	1963	0	Single	0	['58995' '281338' '121565' '8211' '118051']	1358
1359	1971	1	Single	1	['14362' '179267' '38807' '106139' '230428']	1359
1360	1968	1	Together	1	['45509' '41844' '15013' '214446' '71482']	1360
1361	1992	1	Married	0	['82418' '36117' '366505' '12716' '47971']	1361
1362	1974	1	Divorced	1	['94047' '46797' '281979' '283691' '123107']	1362
1363	1950	0	Together	0	['124210' '123620' '84771' '114384' '67900']	1363
1364	1977	0	Divorced	1	['47620' '54539' '92681' '10610' '12219']	1364
1365	1958	0	Single	1	['10677' '250610' '7353' '25650' '57276']	1365
1366	1976	0	Single	1	['125717' '31148' '48008' '258750' '100568']	1366
1367	1973	1	Married	0	['16710' '40863' '21554' '102331' '16017']	1367
1368	1968	1	Divorced	0	['392734' '36117' '29904' '54266' '260969']	1368
1369	1958	0	Married	1	['62036' '8879' '46124' '158928' '151848']	1369
1370	1975	0	Single	1	['117408' '694' '136786' '80256' '334']	1370
1371	1960	1	Together	1	['174326' '279558' '221144' '84026' '13610']	1371
1372	1965	2	Single	1	['20782' '367647' '34769' '77161' '212865']	1372
1373	1960	0	Divorced	1	['39415' '68818' '151136' '44494' '37258']	1373
1374	1969	0	Married	1	['26263' '17665' '35583' '79401' '34835']	1374
1375	1960	0	Single	1	['31948' '250902' '20482' '69065' '28000']	1375
1376	1975	1	Single	2	['59181' '174751' '423' '38285' '339403']	1376
1377	1985	1	Married	0	['380808' '31282' '11282' '61527' '226594']	1377
1378	1971	0	Together	1	['28314' '23802' '82655' '43968' '42142']	1378
1379	1970	0	Together	1	['8198' '301608' '17025' '374515' '68987']	1379
1380	1955	0	Divorced	1	['81010' '36377' '126143' '179150' '184710']	1380
1381	1956	1	Together	1	['21055' '98560' '114371' '77331' '194040']	1381
1382	1958	1	Together	1	['107315' '63859' '132122' '140485' '9439']	1382
1383	1964	1	Single	1	['31412' '280509' '49041' '12230' '9480']	1383
1384	1973	1	Married	0	['30059' '47792' '254126' '138122' '18906']	1384
1385	1948	0	Married	0	['7350' '41110' '57770' '16513' '76853']	1385
1386	1972	1	Together	0	['130457' '295011' '36818' '56428' '265851']	1386
1387	1976	1	Together	1	['72140' '41439' '30643' '108835' '191024']	1387
1388	1980	1	Together	1	['28392' '42567' '42648' '11122' '9348']	1388
1389	1979	0	Together	0	['84442' '187442' '11128' '255511' '63176']	1389
1390	1972	1	Married	1	['46967' '18457' '77210' '9730' '187897']	1390
1391	1973	1	Together	0	['132148' '148' '81867' '17974' '39473']	1391
1392	1972	1	Together	0	['284457' '64792' '4133' '11503' '7305']	1392
1393	1975	1	Single	1	['263794' '73872' '300666' '273477' '57845']	1393
1394	1972	1	Married	0	['166260' '296065' '198657' '51947' '18203']	1394
1395	1956	0	Married	2	['9367' '2911' '27441' '44184' '183827']	1395
1396	1974	1	Divorced	1	['23759' '152787' '124905' '374142' '66540']	1396
1397	1972	1	Divorced	0	['35626' '129332' '24649' '45221' '56487']	1397
1398	1968	0	Divorced	1	['29694' '19100' '29601' '15993' '28213']	1398
1399	1969	1	Married	1	['7860' '295560' '21447' '177979' '35614']	1399
1400	1961	1	Married	1	['134597' '45595' '66224' '28229' '44399']	1400
1401	1972	0	Married	1	['34151' '68297' '11469' '2169' '950']	1401
1402	1953	0	Married	1	['129089' '27070' '52359' '72551' '15342']	1402
1403	1957	0	Single	1	['306293' '12172' '41965' '45592' '10900']	1403
1404	1970	1	Married	0	['21596' '42950' '24480' '9301' '14069']	1404
1405	1967	1	Married	1	['10599' '193450' '43612' '21843' '52358']	1405
1406	1951	0	Together	1	['445590' '77625' '30698' '18729' '248611']	1406
1407	1953	0	Married	1	['261102' '14174' '58384' '130881' '332354']	1407
1408	1950	0	Married	1	['219674' '259761' '20438' '77137' '62069']	1408
1409	1953	1	Divorced	1	['331313' '158939' '62106' '107852' '18414']	1409
1410	1977	0	Married	1	['37845' '118948' '19566' '25300' '16090']	1410
1411	1972	1	Married	0	['82693' '38985' '11386' '38638' '403867']	1411
1412	1969	1	Married	1	['47985' '109669' '18282' '52605' '44857']	1412
1413	1944	0	Married	0	['32068' '26514' '42303' '16562' '298609']	1413
1414	1990	1	Single	0	['240704' '40231' '43903' '257093' '347666']	1414
1415	1979	1	Single	0	['289575' '86332' '62130' '52629' '79500']	1415
1416	1966	0	Together	0	['162059' '1834' '401687' '41954' '336655']	1416
1417	1948	0	Together	0	['22490' '41937' '1616' '70815' '14337']	1417
1418	1972	2	Married	1	['60080' '42100' '13162' '164331' '9802']	1418
1419	1973	1	Married	1	['25516' '102016' '1621' '197950' '49935']	1419
1420	1972	2	Together	1	['56897' '17960' '55769' '117700' '109259']	1420
1421	1972	0	Single	0	['39902' '106682' '168530' '244772' '56801']	1421
1422	1966	0	Single	1	['378446' '25234' '1422' '2923' '43592']	1422
1423	1969	0	Together	1	['220493' '294161' '11374' '33924' '75634']	1423
1424	1959	0	Married	0	['43766' '90052' '385317' '12147' '403911']	1424
1425	1970	1	Married	0	['215042' '260522' '33319' '38670' '83099']	1425
1426	1974	1	Married	0	['40180' '168981' '18320' '30074' '20641']	1426
1427	1972	1	Married	0	['373348' '357786' '149150' '188207' '13210']	1427
1428	1958	1	Single	1	['53157' '58074' '109088' '176297' '20423']	1428
1429	1972	0	Single	0	['16351' '42479' '27245' '41488' '9877']	1429
1430	1983	1	Married	0	['42525' '200511' '202984' '66834' '354379']	1430
1431	1973	1	Divorced	0	['154115' '52696' '60977' '54793' '11586']	1431
1432	1985	0	Married	0	['295011' '87827' '276486' '5519' '266314']	1432
1433	1973	1	Single	1	['8952' '135938' '14172' '60434' '8764']	1433
1434	1967	1	Divorced	1	['13701' '6535' '184958' '245891' '110457']	1434
1435	1979	1	Married	1	['338614' '9445' '31967' '64465' '29257']	1435
1436	1961	1	Married	1	['313369' '13022' '73937' '33611' '13008']	1436
1437	1986	0	Together	0	['254023' '22585' '47590' '5968' '29336']	1437
1438	1964	0	Married	0	['42081' '16642' '12646' '229328' '28520']	1438
1439	1983	1	Married	0	['126306' '83716' '86868' '71626' '378570']	1439
1440	1952	1	Together	1	['14411' '13957' '112969' '77664' '290382']	1440
1441	1949	1	Married	1	['47653' '39045' '18930' '273856' '70965']	1441
1442	1979	1	Together	0	['74057' '30983' '66824' '24066' '69040']	1442
1443	1948	0	Widow	0	['129405' '84908' '9902' '22705' '9449']	1443
1444	1946	0	Together	0	['41118' '9696' '27730' '362268' '261562']	1444
1445	1958	0	Married	0	['11679' '29095' '14553' '143223' '11398']	1445
1446	1971	0	Married	0	['40692' '290555' '243940' '267815' '93115']	1446
1447	1957	0	Married	1	['188858' '137587' '15213' '30528' '79927']	1447
1448	1982	0	Together	0	['104505' '139848' '91314' '2105' '30127']	1448
1449	1973	0	Together	1	['109404' '273651' '329206' '12144' '184824']	1449
1450	1972	1	Together	0	['117510' '19105' '270696' '19323' '406431']	1450
1451	1965	0	Married	0	['52796' '16068' '372411' '82545' '318562']	1451
1452	1953	0	Single	0	['48000' '79433' '1619' '145668' '12705']	1452
1453	1967	1	Single	0	['16553' '49035' '253284' '29883' '207178']	1453
1454	1965	0	Together	0	['88496' '10260' '43281' '83229' '28533']	1454
1455	1969	0	Together	0	['21463' '354251' '12156' '21459' '188505']	1455
1456	1971	0	Divorced	1	['357530' '51054' '8976' '403642' '68895']	1456
1457	1972	1	Together	1	['272663' '18763' '41783' '91030' '328631']	1457
1458	1970	0	Single	0	['287426' '13809' '130401' '329137' '59959']	1458
1459	1974	0	Married	0	['124088' '14892' '277724' '9270' '33625']	1459
1460	1950	0	Widow	1	['44342' '86096' '10957' '15657' '107239']	1460
1461	1959	0	Together	1	['190824' '29368' '321612' '33475' '267428']	1461
1462	1955	1	Together	1	['27958' '31656' '345914' '45301' '11708']	1462
1463	1978	1	Together	0	['45273' '152113' '42211' '241693' '365340']	1463
1464	1986	1	Married	0	['37550' '19053' '6973' '82935' '59939']	1464
1465	1963	0	Divorced	1	['118762' '26488' '78239' '186729' '26191']	1465
1466	1953	0	Married	1	['109080' '163839' '175035' '36996' '18843']	1466
1467	1952	0	Together	0	['21535' '15192' '10845' '70027' '54561']	1467
1468	1950	1	Married	1	['53215' '60813' '27145' '115241' '157724']	1468
1469	1970	0	Together	1	['111031' '11916' '2211' '118390' '127040']	1469
1470	1970	1	Married	1	['18562' '114108' '61012' '653' '22939']	1470
1471	1977	1	Married	0	['91259' '1535' '413579' '188538' '50091']	1471
1472	1966	0	Single	1	['72508' '77780' '130402' '9455' '18417']	1472
1473	1969	0	Married	2	['43585' '52452' '116439' '44756' '156235']	1473
1474	1958	0	Married	1	['10940' '41472' '392011' '58587' '326253']	1474
1475	1954	0	Together	1	['46614' '32030' '47211' '14595' '25350']	1475
1476	1956	0	Single	0	['25875' '14282' '24448' '126423' '2095']	1476
1477	1970	0	Married	1	['157800' '8985' '62034' '2440' '39907']	1477
1478	1987	0	Single	0	['609' '65787' '84152' '77246' '242621']	1478
1479	1961	0	Married	1	['375950' '169219' '30643' '395965' '296029']	1479
1480	1979	0	Single	1	['37198' '14210' '56798' '347979' '20359']	1480
1481	1960	0	Together	1	['156145' '229757' '15473' '328712' '113210']	1481
1482	1981	1	Together	0	['237692' '38153' '43891' '13371' '19460']	1482
1483	1980	1	Married	0	['46927' '22167' '403431' '54242' '250974']	1483
1484	1976	0	Together	1	['42286' '95551' '26792' '113271' '369019']	1484
1485	1976	0	Single	1	['26588' '55779' '20993' '12840' '15469']	1485
1486	1970	0	Together	0	['83900' '44134' '258384' '159937' '66150']	1486
1487	1946	2	Together	1	['7085' '56529' '225574' '27317' '137698']	1487
1488	1955	0	Married	1	['43828' '18725' '157373' '273599' '24140']	1488
1489	1972	1	Together	0	['19039' '231001' '21594' '216983' '367108']	1489
1490	1971	1	Married	1	['9695' '113958' '30077' '39816' '188183']	1490
1491	1950	1	Divorced	1	['66605' '33052' '65481' '60534' '168022']	1491
1492	1988	0	Together	0	['44238' '86792' '63578' '12268' '21297']	1492
1493	1978	1	Together	0	['372113' '37481' '13989' '299687' '14672']	1493
1494	1990	1	Married	0	['46798' '61431' '58773' '272165' '10471']	1494
1495	1959	0	Married	0	['69428' '10720' '256569' '37091' '47046']	1495
1496	1977	1	Divorced	0	['210737' '91208' '215407' '15022' '71668']	1496
1497	1969	0	Together	1	['36769' '317744' '50416' '105210' '37129']	1497
1498	1959	0	Together	1	['64423' '274202' '241882' '312101' '42450']	1498
1499	1988	0	Married	0	['30970' '6399' '43896' '43801' '8850']	1499
1500	1975	1	Together	1	['239562' '309820' '11870' '63319' '20628']	1500
1501	1973	1	Divorced	0	['27310' '8434' '327749' '298396' '35545']	1501
1502	1977	1	Married	0	['119840' '54804' '63859' '11688' '6461']	1502
1503	1973	1	Married	1	['4266' '51402' '1375' '13441' '14829']	1503
1504	1955	0	Single	0	['16190' '63493' '5742' '23518' '409447']	1504
1505	1974	0	Married	0	['9465' '83430' '277388' '48227' '40841']	1505
1506	1972	1	Married	1	['70046' '298869' '10637' '450945' '8987']	1506
1507	1975	0	Together	1	['43477' '362291' '24010' '24276' '76354']	1507
1508	1971	0	Married	0	['10540' '225235' '74535' '188507' '194040']	1508
1509	1958	0	Together	1	['12117' '376867' '112049' '19171' '25472']	1509
1510	1988	0	Married	0	['4948' '296456' '133941' '13899' '214430']	1510
1511	1975	1	Single	1	['109453' '11181' '219924' '136850' '31866']	1511
1512	1965	0	Married	1	['36919' '1732' '78210' '104606' '88658']	1512
1513	1986	0	Married	0	['42452' '13808' '209645' '49616' '144344']	1513
1514	1977	0	Together	0	['292396' '293085' '2071' '257245' '98581']	1514
1515	1980	1	Single	0	['91627' '137174' '53223' '84300' '48691']	1515
1516	1962	0	Married	1	['152603' '355771' '228967' '127987' '16226']	1516
1517	1978	1	Married	0	['73901' '52449' '98548' '12659' '224079']	1517
1518	1972	1	Married	0	['45266' '253105' '10627' '189225' '301494']	1518
1519	1970	1	Single	0	['52761' '16363' '24951' '110540' '10112']	1519
1520	1983	0	Single	0	['5689' '108282' '34207' '223551' '184129']	1520
1521	1971	0	Together	0	['352200' '76785' '437941' '273167' '48003']	1521
1522	1976	1	Single	0	['99819' '82838' '22093' '225762' '33102']	1522
1523	1973	1	Married	0	['38286' '429713' '5528' '296456' '291343']	1523
1524	1973	1	Single	0	['118013' '54227' '19601' '115400' '134597']	1524
1525	1976	1	Married	1	['40805' '417678' '39346' '32074' '84906']	1525
1526	1948	0	Widow	0	['362026' '90957' '59298' '304613' '382517']	1526
1527	1958	1	Together	1	['46028' '177522' '282268' '222935' '53870']	1527
1528	1987	0	Single	0	['359483' '417004' '305310' '104232' '80647']	1528
1529	1960	0	Together	1	['92988' '130507' '101557' '37216' '49934']	1529
1530	1975	0	Married	1	['314407' '147169' '114065' '19053' '36402']	1530
1531	1958	1	Together	1	['27307' '183383' '201010' '300455' '38516']	1531
1532	1975	0	Married	1	['45864' '95565' '13697' '182127' '47882']	1532
1533	1975	1	Single	1	['60269' '214430' '26314' '11575' '15659']	1533
1534	1988	1	Married	0	['249931' '20618' '387700' '9807' '438597']	1534
1535	1988	1	Single	0	['283792' '63617' '150736' '12808' '168903']	1535
1536	1989	1	Single	0	['17645' '443319' '390298' '105861' '223243']	1536
1537	1959	0	Widow	0	['138907' '13221' '249266' '22124' '203888']	1537
1538	1971	0	Married	1	['281085' '32052' '393765' '102780' '11622']	1538
1539	1967	1	Single	0	['181649' '83552' '77332' '45176' '114953']	1539
1540	1989	1	Together	0	['87245' '23720' '111103' '41228' '127962']	1540
1541	1961	1	Together	1	['285463' '320343' '86040' '287790' '32624']	1541
1542	1978	0	Married	0	['876' '19900' '95675' '4369' '79456']	1542
1543	1953	1	Single	2	['455661' '193435' '20310' '8999' '346469']	1543
1544	1964	0	Divorced	1	['81116' '209410' '9453' '122917' '18487']	1544
1545	1986	1	Together	0	['89670' '110398' '11518' '74302' '104896']	1545
1546	1987	0	Married	0	['256106' '173' '15495' '49220' '52589']	1546
1547	1963	0	Single	0	['54283' '211222' '14541' '44085' '307293']	1547
1548	1957	0	Widow	1	['16664' '49594' '297596' '14217' '252874']	1548
1549	1975	1	Married	1	['18172' '12156' '37935' '29496' '206397']	1549
1550	1951	0	Divorced	1	['71548' '91067' '300601' '97547' '12772']	1550
1551	1965	0	Married	0	['274388' '411405' '43862' '665' '1576']	1551
1552	1956	0	Married	1	['52907' '1992' '12177' '117316' '11788']	1552
1553	1962	0	Together	0	['50210' '439121' '23150' '188832' '8011']	1553
